District Name;Stadt or Landkreis;cases per 100k;IR 7 per 100k;Population;cases;Last Update Date;AGS-Number
Rosenheim;Kreisfreie Stadt;5542.00563327092;151.059778760366;63551.0;3522.0;21.04.2021, 00:00 Uhr;09163
Altötting;Landkreis;4699.77402345852;230.460203020194;111516.0;5241.0;21.04.2021, 00:00 Uhr;09171
Berchtesgadener Land;Landkreis;5009.01547262789;126.499825354719;105929.0;5306.0;21.04.2021, 00:00 Uhr;09172
Bad Tölz-Wolfratshausen;Landkreis;3400.64260418865;154.787870259621;127917.0;4350.0;21.04.2021, 00:00 Uhr;09173
Dachau;Landkreis;4786.99023234495;257.587201983228;154899.0;7415.0;21.04.2021, 00:00 Uhr;09174
Ebersberg;Landkreis;3901.87192392568;112.078747502593;143649.0;5605.0;21.04.2021, 00:00 Uhr;09175
Eichstätt;Landkreis;3329.29463203919;154.273372415921;132881.0;4424.0;21.04.2021, 00:00 Uhr;09176
Erding;Landkreis;4524.46773096351;180.197131319564;138182.0;6252.0;21.04.2021, 00:00 Uhr;09177
Freising;Landkreis;4132.06153094046;212.769503408201;180007.0;7438.0;21.04.2021, 00:00 Uhr;09178
Fürstenfeldbruck;Landkreis;3954.65799709089;154.575009917423;219311.0;8673.0;21.04.2021, 00:00 Uhr;09179
Garmisch-Partenkirchen;Landkreis;3607.61784131005;107.436894960644;88424.0;3190.0;21.04.2021, 00:00 Uhr;09180
Landsberg am Lech;Landkreis;3075.59309072168;109.723861614936;120302.0;3700.0;21.04.2021, 00:00 Uhr;09181
Miesbach;Landkreis;3831.61683831617;140.985901409859;100010.0;3832.0;21.04.2021, 00:00 Uhr;09182
Mühldorf a. Inn;Landkreis;5280.82711958023;325.359016846175;115872.0;6119.0;21.04.2021, 00:00 Uhr;09183
München;Landkreis;3934.6825575722;174.335826154939;350473.0;13790.0;21.04.2021, 00:00 Uhr;09184
Neuburg-Schrobenhausen;Landkreis;3745.00272345149;169.57339444827;97303.0;3644.0;21.04.2021, 00:00 Uhr;09185
Pfaffenhofen a.d. Ilm;Landkreis;3906.35357607992;194.186871719685;128227.0;5009.0;21.04.2021, 00:00 Uhr;09186
Rosenheim;Landkreis;4818.04614854781;129.338384418169;261330.0;12591.0;21.04.2021, 00:00 Uhr;09187
Starnberg;Landkreis;3413.4063087651;152.926456276936;136667.0;4665.0;21.04.2021, 00:00 Uhr;09188
Traunstein;Landkreis;5484.46584968334;281.977678646958;177319.0;9725.0;21.04.2021, 00:00 Uhr;09189
Weilheim-Schongau;Landkreis;3172.47080706831;127.696009684229;135478.0;4298.0;21.04.2021, 00:00 Uhr;09190
Landshut;Kreisfreie Stadt;4747.24496328888;299.68260887333;73411.0;3485.0;21.04.2021, 00:00 Uhr;09261
Passau;Kreisfreie Stadt;6109.50135408973;107.948412022044;52803.0;3226.0;21.04.2021, 00:00 Uhr;09262
Straubing;Kreisfreie Stadt;4201.62792157519;188.319976564625;47791.0;2008.0;21.04.2021, 00:00 Uhr;09263
Deggendorf;Landkreis;4959.9089372102;252.766199635079;119478.0;5926.0;21.04.2021, 00:00 Uhr;09271
Freyung-Grafenau;Landkreis;5617.51869528598;234.807687399505;78362.0;4402.0;21.04.2021, 00:00 Uhr;09272
Kelheim;Landkreis;4039.558582132;247.850607030831;123058.0;4971.0;21.04.2021, 00:00 Uhr;09273
Landshut;Landkreis;4234.02858125645;297.695362581694;159895.0;6770.0;21.04.2021, 00:00 Uhr;09274
Passau;Landkreis;6191.34623370152;143.779586413089;192656.0;11928.0;21.04.2021, 00:00 Uhr;09275
Regen;Landkreis;6632.21805968221;210.567110192482;77410.0;5134.0;21.04.2021, 00:00 Uhr;09276
Rottal-Inn;Landkreis;5220.49019769222;235.387071817748;121502.0;6343.0;21.04.2021, 00:00 Uhr;09277
Straubing-Bogen;Landkreis;4651.89873417722;253.164556962025;101120.0;4704.0;21.04.2021, 00:00 Uhr;09278
Dingolfing-Landau;Landkreis;4887.10528221094;318.566862840417;96683.0;4725.0;21.04.2021, 00:00 Uhr;09279
Amberg;Kreisfreie Stadt;3724.50067524344;251.143175302675;42207.0;1572.0;21.04.2021, 00:00 Uhr;09361
Regensburg;Kreisfreie Stadt;3975.98860830601;251.479483193332;153094.0;6087.0;21.04.2021, 00:00 Uhr;09362
Weiden i.d. OPf.;Kreisfreie Stadt;5996.30348829048;140.373862386824;42743.0;2563.0;21.04.2021, 00:00 Uhr;09363
Amberg-Sulzbach;Landkreis;4292.13286882939;138.768935166765;103049.0;4423.0;21.04.2021, 00:00 Uhr;09371
Cham;Landkreis;4925.07695432741;233.597399959374;127998.0;6304.0;21.04.2021, 00:00 Uhr;09372
Neumarkt i.d. OPf.;Landkreis;3971.82198509359;153.819859853017;134573.0;5345.0;21.04.2021, 00:00 Uhr;09373
Neustadt a.d. Waldnaab;Landkreis;5257.80836421387;132.345156167284;94450.0;4966.0;21.04.2021, 00:00 Uhr;09374
Regensburg;Landkreis;3624.98067707528;216.416756840315;194070.0;7035.0;21.04.2021, 00:00 Uhr;09375
Schwandorf;Landkreis;5114.55853711318;134.57584938325;147872.0;7563.0;21.04.2021, 00:00 Uhr;09376
Tirschenreuth;Landkreis;7132.94284207312;65.2360991588707;72046.0;5139.0;21.04.2021, 00:00 Uhr;09377
Bamberg;Kreisfreie Stadt;3525.77772608016;120.196967934551;77373.0;2728.0;21.04.2021, 00:00 Uhr;09461
Bayreuth;Kreisfreie Stadt;4222.88488025353;191.219929663159;74783.0;3158.0;21.04.2021, 00:00 Uhr;09462
Coburg;Kreisfreie Stadt;4664.97857421114;170.432411375146;41072.0;1916.0;21.04.2021, 00:00 Uhr;09463
Hof;Kreisfreie Stadt;7714.12984178942;305.510092744135;45825.0;3535.0;21.04.2021, 00:00 Uhr;09464
Bamberg;Landkreis;3156.36403171993;138.621800316656;147163.0;4645.0;21.04.2021, 00:00 Uhr;09471
Bayreuth;Landkreis;4369.8873282914;171.708597005711;103664.0;4530.0;21.04.2021, 00:00 Uhr;09472
Coburg;Landkreis;4501.59659700047;184.444418827164;86747.0;3905.0;21.04.2021, 00:00 Uhr;09473
Forchheim;Landkreis;3667.7194220459;114.454876380128;116203.0;4262.0;21.04.2021, 00:00 Uhr;09474
Hof;Landkreis;6027.3625805635;305.903946160905;94801.0;5714.0;21.04.2021, 00:00 Uhr;09475
Kronach;Landkreis;5312.91671036663;388.055676250693;66743.0;3546.0;21.04.2021, 00:00 Uhr;09476
Kulmbach;Landkreis;5199.39636140067;199.815554872425;71566.0;3721.0;21.04.2021, 00:00 Uhr;09477
Lichtenfels;Landkreis;4459.68611477177;265.065292919612;66776.0;2978.0;21.04.2021, 00:00 Uhr;09478
Wunsiedel i. Fichtelgebirge;Landkreis;6540.49962149886;104.603950175487;72655.0;4752.0;21.04.2021, 00:00 Uhr;09479
Ansbach;Kreisfreie Stadt;3722.66615627542;160.294750945021;41798.0;1556.0;21.04.2021, 00:00 Uhr;09561
Erlangen;Kreisfreie Stadt;3118.33499217972;122.636143893076;112528.0;3509.0;21.04.2021, 00:00 Uhr;09562
Fürth;Kreisfreie Stadt;4975.99165739278;276.271041347269;128497.0;6394.0;21.04.2021, 00:00 Uhr;09563
Nürnberg;Kreisfreie Stadt;5761.90751779617;208.731215155198;518370.0;29868.0;21.04.2021, 00:00 Uhr;09564
Schwabach;Kreisfreie Stadt;4797.34511114907;156.169932407701;40981.0;1966.0;21.04.2021, 00:00 Uhr;09565
Ansbach;Landkreis;3834.96486827635;193.942283209907;184591.0;7079.0;21.04.2021, 00:00 Uhr;09571
Erlangen-Höchstadt;Landkreis;3437.95078025965;128.950474275473;137262.0;4719.0;21.04.2021, 00:00 Uhr;09572
Fürth;Landkreis;3952.38135643556;140.853436060177;117853.0;4658.0;21.04.2021, 00:00 Uhr;09573
Nürnberger Land;Landkreis;3771.25392290037;159.258044873296;170792.0;6441.0;21.04.2021, 00:00 Uhr;09574
Neustadt a.d. Aisch-Bad Windsheim;Landkreis;3609.40067713386;226.701249331776;101014.0;3646.0;21.04.2021, 00:00 Uhr;09575
Roth;Landkreis;4016.59973648707;145.168798175922;126749.0;5091.0;21.04.2021, 00:00 Uhr;09576
Weißenburg-Gunzenhausen;Landkreis;3605.88595435641;184.727764055144;94734.0;3416.0;21.04.2021, 00:00 Uhr;09577
Aschaffenburg;Kreisfreie Stadt;3991.43686093349;161.967268527647;71002.0;2834.0;21.04.2021, 00:00 Uhr;09661
Schweinfurt;Kreisfreie Stadt;4291.91779283495;166.585557593681;53426.0;2293.0;21.04.2021, 00:00 Uhr;09662
Würzburg;Kreisfreie Stadt;3024.99726421436;171.963668766708;127934.0;3870.0;21.04.2021, 00:00 Uhr;09663
Aschaffenburg;Landkreis;4092.42250287026;117.680826636051;174200.0;7129.0;21.04.2021, 00:00 Uhr;09671
Bad Kissingen;Landkreis;2922.45846854265;145.299559258004;103235.0;3017.0;21.04.2021, 00:00 Uhr;09672
Rhön-Grabfeld;Landkreis;3828.7185282853;205.939599422365;79635.0;3049.0;21.04.2021, 00:00 Uhr;09673
Haßberge;Landkreis;4089.63784603716;327.07622298066;84384.0;3451.0;21.04.2021, 00:00 Uhr;09674
Kitzingen;Landkreis;3061.81778289726;89.9566672151829;91155.0;2791.0;21.04.2021, 00:00 Uhr;09675
Miltenberg;Landkreis;3898.46438252954;128.93904911335;128743.0;5019.0;21.04.2021, 00:00 Uhr;09676
Main-Spessart;Landkreis;3312.51288067344;127.617749171674;126158.0;4179.0;21.04.2021, 00:00 Uhr;09677
Schweinfurt;Landkreis;3596.51782233964;130.798215600502;115445.0;4152.0;21.04.2021, 00:00 Uhr;09678
Würzburg;Landkreis;2415.86671760052;112.75276952841;162302.0;3921.0;21.04.2021, 00:00 Uhr;09679
Augsburg;Kreisfreie Stadt;5165.18197328226;252.881159342104;296582.0;15319.0;21.04.2021, 00:00 Uhr;09761
Kaufbeuren;Kreisfreie Stadt;4601.55862876706;236.497139510789;44398.0;2043.0;21.04.2021, 00:00 Uhr;09762
Kempten (Allgäu);Kreisfreie Stadt;3477.89619817501;308.021575971425;69151.0;2405.0;21.04.2021, 00:00 Uhr;09763
Memmingen;Kreisfreie Stadt;3802.72108843537;179.138321995465;44100.0;1677.0;21.04.2021, 00:00 Uhr;09764
Aichach-Friedberg;Landkreis;3255.72760016338;132.932308492072;134655.0;4384.0;21.04.2021, 00:00 Uhr;09771
Augsburg;Landkreis;3848.21752647277;196.079978537725;253468.0;9754.0;21.04.2021, 00:00 Uhr;09772
Dillingen a.d. Donau;Landkreis;3194.83854932582;143.948965431536;96562.0;3085.0;21.04.2021, 00:00 Uhr;09773
Günzburg;Landkreis;4314.83070528313;275.531973517441;127027.0;5481.0;21.04.2021, 00:00 Uhr;09774
Neu-Ulm;Landkreis;3467.95735257186;199.196365379786;175204.0;6076.0;21.04.2021, 00:00 Uhr;09775
Lindau (Bodensee);Landkreis;3705.73669508789;135.397226186555;81981.0;3038.0;21.04.2021, 00:00 Uhr;09776
Ostallgäu;Landkreis;4332.70530237566;241.532206655239;141182.0;6117.0;21.04.2021, 00:00 Uhr;09777
Unterallgäu;Landkreis;3960.34154161592;222.924020063162;145341.0;5756.0;21.04.2021, 00:00 Uhr;09778
Donau-Ries;Landkreis;3729.92084196049;248.163070046269;133783.0;4990.0;21.04.2021, 00:00 Uhr;09779
Oberallgäu;Landkreis;3333.16240192811;174.350033331624;156008.0;5200.0;21.04.2021, 00:00 Uhr;09780
Regionalverband Saarbrücken;Landkreis;4074.36251574317;157.888012071284;328714.0;13393.0;21.04.2021, 00:00 Uhr;10041
Merzig-Wadern;Landkreis;2893.17435564639;76.5185048865298;103243.0;2987.0;21.04.2021, 00:00 Uhr;10042
Neunkirchen;Landkreis;3575.88579081943;162.090588092049;131408.0;4699.0;21.04.2021, 00:00 Uhr;10043
Saarlouis;Landkreis;3706.79141000108;118.876692449014;194319.0;7203.0;21.04.2021, 00:00 Uhr;10044
Saarpfalz-Kreis;Landkreis;2815.83166896397;73.8417395707334;142196.0;4004.0;21.04.2021, 00:00 Uhr;10045
St. Wendel;Landkreis;3284.79317756043;143.666601537807;87007.0;2858.0;21.04.2021, 00:00 Uhr;10046
Brandenburg an der Havel;Kreisfreie Stadt;2797.01872991245;120.525324171562;72184.0;2019.0;21.04.2021, 00:00 Uhr;12051
Cottbus;Kreisfreie Stadt;5369.28911093722;201.649310780714;99678.0;5352.0;21.04.2021, 00:00 Uhr;12052
Frankfurt (Oder);Kreisfreie Stadt;3376.56490796696;154.109885543107;57751.0;1950.0;21.04.2021, 00:00 Uhr;12053
Potsdam;Kreisfreie Stadt;3410.33859394235;109.241740326283;180334.0;6150.0;21.04.2021, 00:00 Uhr;12054
Barnim;Landkreis;2952.8621709745;83.6734253201183;185244.0;5470.0;21.04.2021, 00:00 Uhr;12060
Dahme-Spreewald;Landkreis;3729.70472682987;133.496495716987;170791.0;6370.0;21.04.2021, 00:00 Uhr;12061
Elbe-Elster;Landkreis;6324.45225725986;184.6268671374;101827.0;6440.0;21.04.2021, 00:00 Uhr;12062
Havelland;Landkreis;3411.74016540283;135.586149353358;162996.0;5561.0;21.04.2021, 00:00 Uhr;12063
Märkisch-Oderland;Landkreis;3189.25573815715;143.038860593305;195751.0;6243.0;21.04.2021, 00:00 Uhr;12064
Oberhavel;Landkreis;3560.12286650948;115.069934339686;212914.0;7580.0;21.04.2021, 00:00 Uhr;12065
Oberspreewald-Lausitz;Landkreis;6178.9688308601;171.892000621737;109371.0;6758.0;21.04.2021, 00:00 Uhr;12066
Oder-Spree;Landkreis;4132.48099864096;172.256617618273;178803.0;7389.0;21.04.2021, 00:00 Uhr;12067
Ostprignitz-Ruppin;Landkreis;3927.73692355934;92.0484316363379;98861.0;3883.0;21.04.2021, 00:00 Uhr;12068
Potsdam-Mittelmark;Landkreis;3298.76342546845;127.443827747661;216566.0;7144.0;21.04.2021, 00:00 Uhr;12069
Prignitz;Landkreis;3880.09138895454;129.992909477665;76158.0;2955.0;21.04.2021, 00:00 Uhr;12070
Spree-Neiße;Landkreis;6056.98206120295;218.958846289131;113720.0;6888.0;21.04.2021, 00:00 Uhr;12071
Teltow-Fläming;Landkreis;3612.41668970629;128.825802808285;169997.0;6141.0;21.04.2021, 00:00 Uhr;12072
Uckermark;Landkreis;2835.71674779524;144.60221779448;118947.0;3373.0;21.04.2021, 00:00 Uhr;12073
Rostock;Kreisfreie Stadt;1157.31556328905;89.8700230889474;209191.0;2421.0;21.04.2021, 00:00 Uhr;13003
Schwerin;Kreisfreie Stadt;2458.88785505943;135.907917158897;95653.0;2352.0;21.04.2021, 00:00 Uhr;13004
Mecklenburgische Seenplatte;Landkreis;2844.53296341359;189.093050830382;258074.0;7341.0;21.04.2021, 00:00 Uhr;13071
Rostock;Landkreis;1725.25649461987;123.729112023504;215794.0;3723.0;21.04.2021, 00:00 Uhr;13072
Vorpommern-Rügen;Landkreis;1449.03027120364;95.6822814216162;224702.0;3256.0;21.04.2021, 00:00 Uhr;13073
Nordwestmecklenburg;Landkreis;2093.15925299704;99.7953242394579;157322.0;3293.0;21.04.2021, 00:00 Uhr;13074
Vorpommern-Greifswald;Landkreis;3670.26988027485;171.884748093353;235623.0;8648.0;21.04.2021, 00:00 Uhr;13075
Ludwigslust-Parchim;Landkreis;2788.28401305134;171.877287172005;211779.0;5905.0;21.04.2021, 00:00 Uhr;13076
Chemnitz;Kreisfreie Stadt;5866.42526001283;265.493192169981;246334.0;14451.0;21.04.2021, 00:00 Uhr;14511
Erzgebirgskreis;Landkreis;7971.08804948828;322.139555990781;334948.0;26699.0;21.04.2021, 00:00 Uhr;14521
Mittelsachsen;Landkreis;6548.85415604787;271.622070444165;304099.0;19915.0;21.04.2021, 00:00 Uhr;14522
Vogtlandkreis;Landkreis;7680.63292875569;253.100704876613;225997.0;17358.0;21.04.2021, 00:00 Uhr;14523
Zwickau;Landkreis;7360.58818674167;303.490136570561;315002.0;23186.0;21.04.2021, 00:00 Uhr;14524
Dresden;Kreisfreie Stadt;4866.55411473113;118.538740615683;556780.0;27096.0;21.04.2021, 00:00 Uhr;14612
Bautzen;Landkreis;7736.90777226963;171.471653800733;299758.0;23192.0;21.04.2021, 00:00 Uhr;14625
Görlitz;Landkreis;7168.26590167178;216.440795330893;252725.0;18116.0;21.04.2021, 00:00 Uhr;14626
Meißen;Landkreis;6384.32547152248;190.718898546648;241717.0;15432.0;21.04.2021, 00:00 Uhr;14627
Sächsische Schweiz-Osterzgebirge;Landkreis;7312.30607607926;155.953515265528;245586.0;17958.0;21.04.2021, 00:00 Uhr;14628
Leipzig;Kreisfreie Stadt;3299.53046894098;124.084330138499;593145.0;19571.0;21.04.2021, 00:00 Uhr;14713
Leipzig;Landkreis;5015.51489701285;153.793111463204;258139.0;12947.0;21.04.2021, 00:00 Uhr;14729
Nordsachsen;Landkreis;6144.90672141842;198.744822773224;197741.0;12151.0;21.04.2021, 00:00 Uhr;14730
Dessau-Roßlau;Kreisfreie Stadt;3489.25758086464;122.342484051783;80103.0;2795.0;21.04.2021, 00:00 Uhr;15001
Halle (Saale);Kreisfreie Stadt;4288.78967339861;208.157076921788;238762.0;10240.0;21.04.2021, 00:00 Uhr;15002
Magdeburg;Kreisfreie Stadt;2421.65302127839;121.650916591249;237565.0;5753.0;21.04.2021, 00:00 Uhr;15003
Altmarkkreis Salzwedel;Landkreis;2381.78254962548;164.716915345124;83173.0;1981.0;21.04.2021, 00:00 Uhr;15081
Anhalt-Bitterfeld;Landkreis;3602.84189139735;133.765758489709;158486.0;5710.0;21.04.2021, 00:00 Uhr;15082
Börde;Landkreis;3032.94465929103;115.841636292366;170923.0;5184.0;21.04.2021, 00:00 Uhr;15083
Burgenlandkreis;Landkreis;6347.91943907049;284.602395356899;178846.0;11353.0;21.04.2021, 00:00 Uhr;15084
Harz;Landkreis;3357.08593127373;189.864516431485;213310.0;7161.0;21.04.2021, 00:00 Uhr;15085
Jerichower Land;Landkreis;3309.55809306946;126.13155632946;89589.0;2965.0;21.04.2021, 00:00 Uhr;15086
Mansfeld-Südharz;Landkreis;3974.30006965956;184.523721302486;134942.0;5363.0;21.04.2021, 00:00 Uhr;15087
Saalekreis;Landkreis;4665.56048200637;208.361667981394;183815.0;8576.0;21.04.2021, 00:00 Uhr;15088
Salzlandkreis;Landkreis;4041.24256444151;169.200264375413;189125.0;7643.0;21.04.2021, 00:00 Uhr;15089
Stendal;Landkreis;3487.72371616153;163.683784512996;111190.0;3878.0;21.04.2021, 00:00 Uhr;15090
Wittenberg;Landkreis;4684.16124462798;134.450553408081;124953.0;5853.0;21.04.2021, 00:00 Uhr;15091
Erfurt;Kreisfreie Stadt;3414.78916352386;170.108561040466;213981.0;7307.0;21.04.2021, 00:00 Uhr;16051
Gera;Kreisfreie Stadt;5257.44966442953;315.704697986577;93125.0;4896.0;21.04.2021, 00:00 Uhr;16052
Jena;Kreisfreie Stadt;3356.29541147625;149.08885156678;111343.0;3737.0;21.04.2021, 00:00 Uhr;16053
Suhl;Kreisfreie Stadt;5102.06855310011;198.428878197287;36789.0;1877.0;21.04.2021, 00:00 Uhr;16054
Weimar;Kreisfreie Stadt;3409.57870853008;142.576807505979;65228.0;2224.0;21.04.2021, 00:00 Uhr;16055
Eisenach;Kreisfreie Stadt;3801.18343195266;191.715976331361;42250.0;1606.0;21.04.2021, 00:00 Uhr;16056
Eichsfeld;Landkreis;5569.6658200508;184.98890066596;100006.0;5570.0;21.04.2021, 00:00 Uhr;16061
Nordhausen;Landkreis;2651.76944471085;141.459672005371;83416.0;2212.0;21.04.2021, 00:00 Uhr;16062
Wartburgkreis;Landkreis;5905.49195622573;337.048430749576;118974.0;7026.0;21.04.2021, 00:00 Uhr;16063
Unstrut-Hainich-Kreis;Landkreis;5448.39189294937;127.161749745677;102232.0;5570.0;21.04.2021, 00:00 Uhr;16064
Kyffhäuserkreis;Landkreis;4157.00964803536;216.946046461489;74212.0;3085.0;21.04.2021, 00:00 Uhr;16065
Schmalkalden-Meiningen;Landkreis;7079.15719363412;236.15869864549;124916.0;8843.0;21.04.2021, 00:00 Uhr;16066
Gotha;Landkreis;5114.59661398879;300.945829750645;134908.0;6900.0;21.04.2021, 00:00 Uhr;16067
Sömmerda;Landkreis;4891.46873694672;293.833811053337;69427.0;3396.0;21.04.2021, 00:00 Uhr;16068
Hildburghausen;Landkreis;7119.00881370951;132.917701789642;63197.0;4499.0;21.04.2021, 00:00 Uhr;16069
Ilm-Kreis;Landkreis;5057.92995698783;304.944046532203;106249.0;5374.0;21.04.2021, 00:00 Uhr;16070
Weimarer Land;Landkreis;4230.97521787818;305.51633477774;82156.0;3476.0;21.04.2021, 00:00 Uhr;16071
Sonneberg;Landkreis;5908.13798360968;375.972417138798;57717.0;3410.0;21.04.2021, 00:00 Uhr;16072
Saalfeld-Rudolstadt;Landkreis;5527.18534094323;182.1723078712;103199.0;5704.0;21.04.2021, 00:00 Uhr;16073
Saale-Holzland-Kreis;Landkreis;4818.56540084388;189.270644966848;82950.0;3997.0;21.04.2021, 00:00 Uhr;16074
Saale-Orla-Kreis;Landkreis;6903.07799581632;488.096423946608;80312.0;5544.0;21.04.2021, 00:00 Uhr;16075
Greiz;Landkreis;7126.42970081521;378.857882092035;97398.0;6941.0;21.04.2021, 00:00 Uhr;16076
Altenburger Land;Landkreis;6817.08858635464;192.408801584017;89393.0;6094.0;21.04.2021, 00:00 Uhr;16077
Berlin Reinickendorf;Bezirk;4798.81704654414;169.433437688928;259689.0;12462.0;21.04.2021, 00:00 Uhr;
Berlin Charlottenburg-Wilmersdorf;Bezirk;4086.71026701475;147.726830960434;334401.0;13666.0;21.04.2021, 00:00 Uhr;
Berlin Treptow-Köpenick;Bezirk;3328.10483023626;81.0543063852781;266488.0;8869.0;21.04.2021, 00:00 Uhr;
Berlin Pankow;Bezirk;3472.550221588;94.9662844566823;398036.0;13822.0;21.04.2021, 00:00 Uhr;
Berlin Neukölln;Bezirk;5860.05985245529;189.646957707794;321123.0;18818.0;21.04.2021, 00:00 Uhr;
Berlin Lichtenberg;Bezirk;3660.10288913242;160.197122734031;286522.0;10487.0;21.04.2021, 00:00 Uhr;
Berlin Marzahn-Hellersdorf;Bezirk;3617.94445690904;144.504823799184;262967.0;9514.0;21.04.2021, 00:00 Uhr;
Berlin Spandau;Bezirk;5065.70607357574;149.360511089077;239019.0;12108.0;21.04.2021, 00:00 Uhr;
Berlin Steglitz-Zehlendorf;Bezirk;3858.66561650953;87.696945829762;302177.0;11660.0;21.04.2021, 00:00 Uhr;
Berlin Mitte;Bezirk;5358.99882208092;151.104099265;375238.0;20109.0;21.04.2021, 00:00 Uhr;
Berlin Friedrichshain-Kreuzberg;Bezirk;4636.61857980068;118.414941554781;282059.0;13078.0;21.04.2021, 00:00 Uhr;
Berlin Tempelhof-Schöneberg;Bezirk;4646.95762087005;140.737099586859;341772.0;15882.0;21.04.2021, 00:00 Uhr;
