District Name;Stadt or Landkreis;cases per 100k;IR 7 per 100k;Population;cases;Last Update Date;AGS-Number
Esslingen;Landkreis;3194.80995245073;68.2212386734053;535024.0;17093.0;11.03.2021, 00:00 Uhr;08116
Göppingen;Landkreis;2937.10898913401;83.6739042011273;258145.0;7582.0;11.03.2021, 00:00 Uhr;08117
Ludwigsburg;Landkreis;3206.50210937199;49.1361750421233;545423.0;17489.0;11.03.2021, 00:00 Uhr;08118
Rems-Murr-Kreis;Landkreis;3060.51754484515;42.8322660375239;427248.0;13076.0;11.03.2021, 00:00 Uhr;08119
Heilbronn;Stadtkreis;4548.47067745197;36.3372093023256;126592.0;5758.0;11.03.2021, 00:00 Uhr;08121
Heilbronn;Landkreis;2922.86968437188;48.4822444666372;344456.0;10068.0;11.03.2021, 00:00 Uhr;08125
Hohenlohekreis;Landkreis;2937.28640539701;94.0925835515512;112655.0;3309.0;11.03.2021, 00:00 Uhr;08126
Schwäbisch Hall;Landkreis;3030.07201630404;193.127703152556;196761.0;5962.0;11.03.2021, 00:00 Uhr;08127
Main-Tauber-Kreis;Landkreis;2521.1670783012;54.3810753857658;132399.0;3338.0;11.03.2021, 00:00 Uhr;08128
Heidenheim;Landkreis;2556.91874345707;43.682264247573;132777.0;3395.0;11.03.2021, 00:00 Uhr;08135
Ostalbkreis;Landkreis;3044.9804951835;50.6329113924051;314025.0;9562.0;11.03.2021, 00:00 Uhr;08136
Baden-Baden;Stadtkreis;2364.77303615113;43.4900788257679;55185.0;1305.0;11.03.2021, 00:00 Uhr;08211
Karlsruhe;Stadtkreis;2221.04723450618;84.919566749984;312060.0;6931.0;11.03.2021, 00:00 Uhr;08212
Karlsruhe;Landkreis;2772.62913361237;75.7131527451073;445101.0;12341.0;11.03.2021, 00:00 Uhr;08215
Rastatt;Landkreis;2571.08287961283;101.114856105782;231420.0;5950.0;11.03.2021, 00:00 Uhr;08216
Heidelberg;Stadtkreis;2445.42836795987;53.8749729077004;161485.0;3949.0;11.03.2021, 00:00 Uhr;08221
Mannheim;Stadtkreis;3597.84715024239;97.2130123801737;310658.0;11177.0;11.03.2021, 00:00 Uhr;08222
